[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:19:41 | 17-02-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:19:44 | 17-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:12:51 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x505bece54d1a178077806f457fed9435ed600446b22639271bc15d0e1c2c7099
[09:13:03 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5e1df97c3b2a8467c36dd3cdcb3898278cfce108d2fd1cdaf2c0705cfa5a0930
[09:16:06 | 18-02-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:16:09 | 18-02-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:13:50 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc4158eb5a1f724dcff6cd86516376cdf0a1399be91ea4d0ae420d9c460fa998a
[09:14:02 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x64014f236b722eb327f7ac4ac355c952812a0eb2571a60883888a13b3fe8eae6
[09:17:05 | 19-02-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:17:08 | 19-02-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:14:20 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x9cfd15a5c23713da6dd36b6157041e5745482960661456ff4b8019319bc52f87
[09:14:38 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcd33cee88f9161685d47b73db1ab8d4582119d9e2a547532431811d1e175295e
[09:17:41 | 20-02-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:17:44 | 20-02-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:14:33 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x266f2f5dc3004b8a6505f6187cff4379a98433ed3b4889165ce414d4c7abc5bb
[09:14:48 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x10d964962e3a494291e0f441f74272e29056c37babf8df78842762c54e942545
[09:17:51 | 21-02-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:17:54 | 21-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:10:48 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1044593e9aa49bd7223fce3a3aadd0db16cd3f256a87b823a8e1d1c03e7565f8
[09:13:51 | 22-02-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:13:54 | 22-02-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:19:04 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8ecbb6cbfde6446376c7a53bcba555615e106b55cae588ac48204272d23b1642
[09:19:15 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x584e51cfbe4d09c977725edf91d2beea8c811f14d5dba4789b6e8b7b35e03853
[09:22:18 | 23-02-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:22:21 | 23-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:18:45 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x156dff64b6537384cbc7023d777c2b9cacd207fcb2cab280121fda03402cde78
[09:19:02 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x13875c9294950c332cd04638be0e13900ee868c16f89ed3cc5164e322b92da8d
[09:22:05 | 24-02-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:22:08 | 24-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:16:52 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x112c6243f64d496a88aedd39d218a5fa200c7102a62d84bc3110a5bdccb68ce9
[09:19:55 | 25-02-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:19:58 | 25-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:16:27 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x2e6115d007f5b4da08f4fad06a97a3b8d5dc7e2829024c46cfc6bb40dd96bc2e
[09:16:41 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x00e1ab9d55e569cbcc137594886a8653649d75571016adfe206a9db9ace27ce7
[09:19:44 | 26-02-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:19:47 | 26-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:17:12 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xbebdc2b38de46b97f65806f7a4361d5902704924e07adb8617d0977ff3e58471
[09:17:37 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd974d404f86adcf885edc2b81c5b47454cbfcaf0b05ef0730b48b141764d9d2b
[09:20:40 | 27-02-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:20:43 | 27-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:18:02 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7b7e8b5bbecc3be73d332d3ac4f102d43ed7e53a286193d177a66ee4482f0216
[09:18:15 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4024bb992053a82a03261faa0de709aa7503abfa04cff8632fab8cf434617da5
[09:21:18 | 28-02-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:21:21 | 28-02-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:21:49 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6bb2ffb855839c5a78751b7a7284e15fc61d7f8cef02437fd39bb219acdf5584
[09:22:02 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe9137395b14881e29509acba47ed5534089e5c6b6683f4cb04accba24a1a6e5d
[09:25:05 | 01-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:25:07 | 01-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:20:56 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x506e8c41fd66778157fa257ac387eb62dbcbe174b2b5793eb49805d8e093da5c
[09:21:26 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeb08af4856b2721a05bac74e78816fa769b4c25de612eae3b3c7a2c4c8f219d5
[09:24:29 | 02-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:24:32 | 02-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:19:22 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd74fb1b161a68ccf230d727d49a629ed9685937f0b2914f913b9578786b64fa0
[09:19:38 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf8baabba4c84ec7a05ae324cc2ed19b9a4813a978a31142d28498c66ca86372c
[09:22:41 | 03-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:22:44 | 03-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:18:44 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd0cddc86be4be4eb9f29893566c62f955e90c91b9c3825d9f9e523821b51eb41
[09:19:05 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x187eeb120260a14b54d8a58b121d2575f48bab82dc482ea1b6b44a14b443612b
[09:22:08 | 04-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:22:11 | 04-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:18:33 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x2516e7e058d0d33eb0101f50f707987974f457b06762e12aaef268163abfaaf7
[09:18:51 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbf801d9e79810e169e3cdf6d959490af903c882b5e3bb8478f5c4b28d0f2fc08
[09:21:54 | 05-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:21:56 | 05-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:18:52 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3b0daa5a1bfac0738baf922f8dbd0457ef76e8d7b6c0c3a1c0d5c80c114e0e36
[09:19:01 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc86c3a86fcfb7dc2117f34c3329267c6d15c02383ec7a99af32ee49276391b74
[09:22:04 | 06-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:22:07 | 06-03-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:19:31 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x11ce92e7822518c0825439c40d160c8ccb53da9eb163f3b1ae36aeed23adecde
[09:19:36 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8fd7181302b85a85925477052708334a45790c402f9b0a94e74319221a415875
[09:22:39 | 07-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:22:41 | 07-03-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[08:54:21 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc59d08bf8415469c2f0d228f8b30bf6c640c617f3a756f4205eb070ecf87e9b9
[08:54:38 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8089cda3a965e425bbe62477308812770dab9624d99e693028a703306a87a4bd
[08:57:41 | 08-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[08:57:44 | 08-03-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:00:37 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x62f5f487e29b0fec1d3d157fcacaa38c30e273a5e7f380ccde8f6b8681b0278a
[09:00:51 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7eb9443c1a74297311cc2b65377e890c6e0ef052fc24be6c0bf6640edb297e70
[09:03:54 | 09-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:03:57 | 09-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:01:14 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x93af9cc456c775d0f7bd70403dc8a11cb82f6feebf4050424df7f8c11676ae91
[09:01:27 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xec6d7105b0e5da3d6037d54d90f9e9bd56c4ab9a72d5001ae9d70aacaf13e79f
[09:04:31 | 10-03-2025] Transfer Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:04:34 | 10-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
[09:19:39 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x34ea46c3ba9e1d3a1f272beca16e895f6a32bb8bf8130b70210813f9ff5937cf
[09:19:50 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0ad7476df4d023f213bff90f413bf85fac8688b06b18c40e66858fd492846be8
[09:22:53 | 11-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:22:56 | 11-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:18:49 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x38b2b7b60327544254a11ff03a2bc744e68945ef8a054fb1d4fffe8b591faf33
[09:21:52 | 12-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:21:55 | 12-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:20:37 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2e8edecd9907c2803e44d319f58bbc5c182931e7056465f3771e9bfd2746fd02
[09:23:40 | 13-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:23:43 | 13-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:18:51 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x019fc4671d0a714bef1958e1b82b1f26866e07d4c8fbc3f5f0c188f18ffab1c2
[09:21:54 | 14-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:21:57 | 14-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:17:00 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x89c5bc508284caec417be08b45f933674d2dbb2fcaa00db9911312934d984dc1
[09:20:04 | 15-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:20:07 | 15-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:24:40 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf2a26cee545235dfcaaf48081784f372b88c5ec8718d894bbed66707a36404d4
[09:27:43 | 16-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:27:46 | 16-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:22:26 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x40033886b2f3b3690747492e78eed2d7893d9b91030bc00102290d8be157ed51
[09:25:29 | 17-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:25:32 | 17-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:22:02 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfea11226e8a8ef3441b7b0c5c5b50b3da474aff0f0d2ca6bc9e967de4645f352
[09:25:05 | 18-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:25:08 | 18-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:21:27 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9c7aa4bebb6ef0babad1eada6e7eab38e21eb13db60acfb272860fc75ec8d5d2
[09:24:30 | 19-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:24:33 | 19-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:20:05 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa3b7c749b9046d3e87d43215e3bdb66bd5997a99ddb0ca093bdb52a55e24d39b
[09:23:08 | 20-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:23:11 | 20-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:21:25 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8d2400cd44384932a4f31f91709051e8415cd76029bf18eaa6c8ac2581409980
[09:24:29 | 21-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:24:32 | 21-03-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
Error:
[09:18:24 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbf816641c1f2a109159bf985a5bcdc8d5e30bee7131cd0e62645859a88f1df52
[09:21:27 | 22-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:21:30 | 22-03-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
Error:
[09:27:01 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1a45848f75c0686ceb2c9cbb3b7c47725a589fbabb5a7741ec04b938c28c46c5
[09:30:04 | 23-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:30:07 | 23-03-2025] Bridge Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
Error:
[09:25:49 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x13cc1ab1b709e362969b31b5ba0191f177e2f9d5a7ee5dc95ecf22649705140e
[09:28:52 | 24-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:28:55 | 24-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:22:39 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0dbb5d1c5e5411957c813421682f4c8caee43b32b6a38456d2a45a4206c6fd3f
[09:25:42 | 25-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:25:45 | 25-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:21:49 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd237d8281cfb21dc0e50e121da32d9bfbc52fcde8bbc14ae7dfb626885fbe440
[09:24:52 | 26-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:24:55 | 26-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:21:53 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8e2762dfecdf360f2e19112585d30554e3c3733470ea86b84189f0b1ac622a16
[09:24:56 | 27-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:24:59 | 27-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:23:26 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdb0f230972d5c56430ab94acccdc5d0314a91323747a76f0c671474197fead17
[09:26:29 | 28-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:26:32 | 28-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:20:28 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe0a8bd23e0e56c1c46904a4b3fed28b1333304b3ffd9105bbb9fcd1609407fe0
[09:23:31 | 29-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:23:34 | 29-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:28:48 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0af0b0f491313964750106185b54efce5dc0512fac52a041a0dbc7dde4651326
[09:31:51 | 30-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:31:54 | 30-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:27:50 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2928f73ce3d35565e90f405ba8994f8c401ccd1d8403852ad543b7095022ca0b
[09:30:53 | 31-03-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:30:56 | 31-03-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:42:04 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x132725c5e8630426e86bca63be140470537ba66fc5b10f87f4407af4d85175c1
[09:45:07 | 01-04-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:45:10 | 01-04-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:24:00 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0d6b2073e4197c1fe613a1fcafbcc90afab89738247a25be4856137de64f8022
[09:27:04 | 02-04-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:27:07 | 02-04-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:22:52 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe8748837cd8c1794fa90405a9926ac9692f9b4fcd45fb63fb51a16bd502cd48b
[09:25:55 | 03-04-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:25:58 | 03-04-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:22:49 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x90b5adfc0bb80fec3050d435be5aa94ae8d3c24f315279be72a90e49fd50dddb
[09:25:52 | 04-04-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:25:55 | 04-04-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:20:39 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf3d5cd0fce14e445f0fdab166cd52aadbd4a4605928e4dd132460c4df7949b3c
[09:23:43 | 05-04-2025] Transfer Task failed for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45: Request failed with status code 400
[09:23:46 | 05-04-2025] Bridge Task successful for 0xEf5878b86336Fe18588B00aDddaDB4de6Cb3EB45
Error:
[09:27:13 | 06-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0292da780e2e37853a363272b43e15288ca53c44cda27e9eeba5f5b2df48c1ff
